prompts,language,final prompt,poem_generator
Poetry title: The Dance of Spring Blossoms, in portuguese,Poetry title: The Dance of Spring Blossoms in portuguese,"A Dança das Flores da Primavera

Pétalas suaves deslizam no ar,
Cores que se movem em delicado bailar,
Brancos e rosas em livre fluir,
Ao vento gentil, a se despedir.

Ramos delgados, frágeis e leves,
Tremulam histórias de momentos breves,
Perfumam o espaço com graça e magia,
Celebrando a vida, a luz, a alegria.

Dançam as flores em ritmo sutil,
Pintando paisagens de um sonho gentil,
Seus movimentos de graça e leveza,
Revelam da primavera toda a beleza.

Efêmeras notas de um concerto suave,
Cada pétala um verso, cada galho uma chave,
Que abre os portais da estação renascente,
Onde a natureza se mostra tão presente."
Poetry title: Whispers of the Moon's Magic, in portuguese,Poetry title: Whispers of the Moon's Magic in portuguese,"Sussurros da Magia Lunar

Sob o véu prateado da noite,
A lua derrama seus segredos antigos,
Seu brilho suave acaricia a terra,
Revelando encantos e mistérios íntimos.

Seus raios dançam entre as sombras,
Contando histórias de tempos remotos,
Sussurrando mágicas ancestrais
Em melodias de luz e sonhos rotos.

Silenciosa e etérea, ela paira
Sobre florestas, campos e mar,
Seu encanto lunar se propaga
Como um sussurro a me embalar.

Cada curva de sua face argêntea
Guarda segredos de amor e magia,
Transformando a noite em um palco
De sublime e pura poesia.

Ó lua, mestra dos encantos antigos,
Teus sussurros me fazem sonhar,
Trazendo à vida memórias e mitos
Que só no silêncio podem brotar."
Poetry title: Symphony of the Eternal Stars, in portuguese,Poetry title: Symphony of the Eternal Stars in portuguese,"Sinfonia das Estrelas Eternas

Noite profunda, manto de veludo
Onde constelações tecem seu nudo
Astros dançam em ritmo infinito
Num bailado de luz e de mito

Estrelas pulsam, memórias antigas
Viajam através de rotas antigas
Brilham com força, ardem sem fim
Contando histórias além do jardim

Constelações cantam seu canto sublime
Onde o tempo não marca nem mime
Cada centelha, um verso profundo
Sussurrando segredos do mundo

Luz que atravessa eras e espaço
Dança eterna em seu vasto abraço
Sinfonia de luz, de silêncio e cor
Eternidade em seu mais puro esplendor"
Poetry title: Melodies of a Summer's Love, in portuguese,Poetry title: Melodies of a Summer's Love in portuguese,"Melodias de um Amor de Verão

Sob o sol ardente, nossos corpos se encontram
Ondas sussurrando segredos ao mar
Teus olhos, como estrelas que me encantam
Nosso amor, livre para bailar

Areia morna nos pés descalços
Beijos roubados entre sorrisos
Nossos dedos, em suaves laços
Pintando momentos indivisos

O vento traz perfume de jasmim
Tua pele dourada, meu desejo
Verão que dança num ritmo sem fim
Amor que pulsa em cada beijo

Efêmero, mas intenso instante
Melodia de paixão e calor
Nosso encontro tão fascinante
Tatuado na pele, este amor

Quando o sol se põe no horizonte
E o céu se pinta de vermelho
Nossa história, um secreto monte
De sonhos em perfeito espelho"
"Make a Make a Poetry with title: Beneath the moon's soft glow, a whispering breeze sings", in portuguese,"Make a Make a Poetry with title: Beneath the moon's soft glow, a whispering breeze sings in portuguese","Sob o luar sereno, uma brisa sussurra
Em melodias de um português antigo
Segredos soltos no ar que murmura
Contando histórias de um tempo amigo

Suave como seda, a noite se derrama
Sobre a paisagem de tons prateados
A brisa que canta, macia, proclama
Versos de sonhos nunca contados

Nas dobras do vento, palavras dançam
Num idioma de ternura e magia
Onde os sentimentos livres alcançam
A mais profunda e íntima harmonia

Sob a luz lunar, mansa e vaidosa
A brisa entoa seu canto secreto
Numa língua macia e saudosa
De um português delicado e discreto"
"Make a Make a Poetry with title: Golden leaves dance on the autumn breeze, painting the world in fiery hues", in portuguese,"Make a Make a Poetry with title: Golden leaves dance on the autumn breeze, painting the world in fiery hues in portuguese","Folhas douradas dançam na brisa outonal,
Pintando o mundo em tons de fogo ardental,
Sussurros de cobre e âmbar a voar,
Paisagens que o outono vem desenhar.

Cada folha um pincel, cada vento um pintor,
Transformando a terra num quadro de cor,
Vermelho, laranja, dourado a brilhar,
Um bailado que a natureza vai criar.

Deslizam suaves, em movimentos lentos,
Contando histórias de antigos momentos,
Desprendendo-se dos galhos com leveza,
Celebrando a mais bela da natureza.

No ar, uma dança efêmera e intensa,
Uma coreografia sublime e suspensa,
Onde cada folha conta sua história,
Num espetáculo de outonal glória."
"Make a Poetry with title: In the city's heart, a symphony of chaos and lights", in portuguese,"Make a Poetry with title: In the city's heart, a symphony of chaos and lights in portuguese","No coração da cidade, uma sinfonia

Luzes que dançam em frenesi
Ruas que pulsam, ritmo sem fim
Carros que correm, buzinas a rugir
Passos apressados, um eterno porvir

Concreto e asfalto, cinza que brilha
Grafites coloridos na velha muralha
Pessoas que cruzam, histórias sem nome
Caos que se move, que respira, que some

Arranha-céus tocam o céu com ardor
Sombras e brilhos em cadaressor
Noite que chega, neon que acende
A cidade respira, se expande, se estende

Sussurros de vida em cada esquina
Música urbana, alma que fascina
Caos e harmonia, num abraço intenso
No coração da cidade, um poema imenso"
"Make a Poetry with title: Star-crossed lovers, separated by fate, longing for a forbidden embrace", in portuguese,"Make a Poetry with title: Star-crossed lovers, separated by fate, longing for a forbidden embrace in portuguese","Amantes Fadados

Nossos olhares, um sussurro calado,
Distância cruel que nos separa em dor,
Um amor proibido, ardente e vedado,
Pulsando nas veias de intenso clamor.

Teus dedos anseiam tocar minha pele,
Meu peito se inflama de um desejo intenso,
Mas o destino, em sua sentença cruel,
Nos condena a um amor que não é consenso.

Entre muros de sombra e de tristeza,
Nossos corações batem em sintonia,
Sufocando a dor, a secreta promessa
De um encontro que foge da agonia.

Estrelas nos vigiam, testemunhas mudas
De um amor que transpõe qualquer fronteira,
Nossos sonhos, como lágrimas translúcidas,
Dançam na solidão de uma dor primeira.

Separados por fados e convenções,
Nosso amor resiste, puro e verdadeiro,
Ardendo em silenciosas paixões,
Eternos amantes de um sonho guerreiro."
"Make a Poetry with title: A lone wolf howls at the moon, its sorrowful cry echoing through the night", in portuguese,"Make a Poetry with title: A lone wolf howls at the moon, its sorrowful cry echoing through the night in portuguese","Um Uivo Solitário

Na noite escura, sob o luar prateado,
Um lobo solitário ergue seu lamento,
Seu uivo triste, profundo e magoado,
Ecoa pelo vale em pleno momento.

Sozinho na vastidão do campo vazio,
Sua alma em dor, seu coração partido,
Clama por conexão, por um desafio,
Seu grito selvagem, solene e sentido.

A lua contempla seu pranto ancestral,
Testemunha silente de sua solidão,
Um ser errante, livre e marginal,
Carregando no peito antiga aflição.

Seu uivo atravessa a noite sem fim,
Revelando a dor de um espírito sem lar,
Um lamento que ressoa desde o jardim
Até os confins onde os sonhos podem vagar."
"Make a Poetry with title: A forgotten path, overgrown with vines, beckons with mysteries untold", in portuguese,"Make a Poetry with title: A forgotten path, overgrown with vines, beckons with mysteries untold in portuguese","Um Caminho Esquecido

Veredas de silêncio, envoltas em cipós,
Segredos antigos sussurram sem voz,
Atalho perdido entre sombras e luz,
Mistérios que o tempo sutilmente conduz.

Trepadeiras verdes abraçam a trilha,
Onde memórias dormem como uma ilha,
Passos invisíveis no musgo adormecido,
Um caminho que clama por ser descoberto.

Histórias antigas entre folhas sussurram,
Segredos que no verde se perlustram,
Sendas que se escondem da vista comum,
Revelando enigmas de um tempo nenhum.

Convite silente de um mundo esquecido,
Onde o mistério é sempre tecido,
Um caminho que chama com vozes sutis,
Prometendo histórias além dos matizes."
"Make a Poetry with title: Raindrops tap-dance on rooftops, composing a lullaby for the weary souls", in portuguese,"Make a Poetry with title: Raindrops tap-dance on rooftops, composing a lullaby for the weary souls in portuguese","Gotas Dançantes

Pingam na telha os ritmos da chuva,
Compassos suaves de um sono profundo,
Melodia macia que embala e renova
Os corações cansados do mundo.

Tap-tap-tap, a dança cristalina
Desenha no telhado sua canção,
Sussurrando segredos de água e sina,
Acalentando cada alma e emoção.

Notas líquidas caem em cascata,
Música natural de um céu sereno,
Onde cada gota delicada retrata
Um lamento doce, um sonho ameno.

Lá fora, a chuva tece seu concerto,
Embalando os sonhos num abraço incerto,
Suave, gentil, quase um segredo,
Curando as feridas, acalmando o medo."
"Make a Poetry with title: A kaleidoscope of colors, swirling and blending, in a painter's dream", in portuguese,"Make a Poetry with title: A kaleidoscope of colors, swirling and blending, in a painter's dream in portuguese","Um Caleidoscópio de Cores

Pinceladas dançam em êxtase,
Cores se fundem, se abraçam, renascem
Amarelo e azul em suave abraço
Vermelho e verde em delírio se tecem

Tons que se misturam, fluidos e livres
Num sonho de tela onde a arte transcende
Cada matiz conta uma história secreta
Cada pincelada um desejo que se estende

Violeta se funde com laranja ardente
Tons pastéis se mesclam em doce harmonia
O pintor contempla seu mundo interno
Onde a imaginação ganha plena magia

Cores que giram, rodopiam, se encontram
Em um caleidoscópio de pura emoção
Onde os limites se quebram, se dissolvem
E nasce, enfim, a mais pura criação"
"Make a Poetry with title: A broken heart mends, piece by piece, with threads of hope and resilience", in portuguese,"Make a Poetry with title: A broken heart mends, piece by piece, with threads of hope and resilience in portuguese","Coração Fragmentado

Cacos de dor espalhados no chão,
Estilhaços de um amor desfeito,
Cada fragmento, uma laceração
Que rasga o peito, sem respeito.

Mas na ferida, um fio delicado
De esperança começa a tecer,
Um ponto suave, quase imperceptível,
Que ousa, devagar, recrescer.

Linha por linha, costura silente,
Remendo de sonhos e cicatrizes,
A alma resiliente e paciente
Reconstrói seus próprios sorrisos.

Pedaço a pedaço, o coração se ergue,
Não mais quebrado, mas transformado,
Cada cicatriz conta uma história
De amor que foi, mas não calou o lado.

E quando olho para trás, contemplo
A força que habita meu interior,
Percebo que quebrar não significa fim,
Mas início de um renovado amor."
"Make a Poetry with title: A child's laughter, pure and infectious, spreads joy like wildfire", in portuguese,"Make a Poetry with title: A child's laughter, pure and infectious, spreads joy like wildfire in portuguese","Riso de Criança

Cristalino som que ecoa,
Alegria que se desdobra,
Risada límpida que voa,
E todo o mundo se cobra.

Pureza em cada sorriso,
Energia que se propaga,
Um riso solto, indeciso,
Que a tristeza logo apaga.

Contágio de felicidade,
Explosão de pura emoção,
Inocência em sua verdade,
Preenchendo o coração.

Pequeno ser, grande magia,
Riso solto, sem pudor,
Espalhando sua alegria,
Como chama de amor.

Melodia sem fronteiras,
Que atravessa cada olhar,
Sensações verdadeiras,
Fazendo o mundo girar."
"Make a Poetry with title: The ocean's waves, crashing against the shore, a never-ending rhythm of life", in portuguese,"Make a Poetry with title: The ocean's waves, crashing against the shore, a never-ending rhythm of life in portuguese","Ondas do Mar

No ritmo eterno, sem hesitar,
As ondas deslizam, vêm e vão,
Abraçando a areia com paixão,
Um ciclo que não cansa de pulsar.

Espuma branca, sussurro profundo,
Batendo na costa com vigor,
Trazendo segredos de cada cor,
Contando histórias de todo o mundo.

Marés que dançam sem parar,
Num movimento de vida e emoção,
Cadência antiga de inspiração,
Um pulso que não deixa de soar.

Ondulações de azul e prata,
Encontro sagrado entre terra e mar,
Um ritmo que não pode cessar,
Onde a natureza sua dança retrata.

Infinito abraço, força primordial,
Batendo na praia, sem descansar,
Um hino líquido a se propagar,
Um canto eterno, puro e atual."
"Make a Poetry with title: A shooting star streaks across the sky, a fleeting moment of magic and wonder", in portuguese,"Make a Poetry with title: A shooting star streaks across the sky, a fleeting moment of magic and wonder in portuguese","Estrela Cadente

No véu da noite escura e profunda,
Um traço de luz súbito se expande,
Cortando o céu com sua graça errante,
Magia efêmera que me inunda.

Riscando o negro manto estrelado,
Seu brilho veloz, fugaz e intenso,
Desperta em mim um sonho suspenso,
Um instante de encanto delicado.

Fragmento celeste que desliza,
Risca o horizonte com seu fulgor,
Trazendo no seu rastro um esplendor
Que a alma contempla, quase surpresa.

Momento único de pura luz,
Que atravessa o céu como um suspiro,
E no seu breve e mágico giro
Toda a beleza do universo traduz."
